LMT Date,LMT Time,Latitude,Longitude,Elevation
2012/11/13,18:02:05,-33.7890580,19.0023722,361.65
2012/11/13,21:00:44,-33.7919267,19.0019893,310.48
2012/11/14,0:00:44,-33.7904305,19.0013379,306.76
2012/11/14,3:01:02,-33.7902207,19.0013225,310.96
2012/11/14,6:00:35,-33.7910000,19.0008837,311.25
2012/11/14,9:00:24,-33.7904244,19.0010306,305.97
2012/11/14,12:01:02,-33.7904270,19.0010612,307.34
2012/11/14,15:00:43,-33.7904250,19.0010992,302.28
2012/11/14,18:00:44,-33.7902180,19.0012108,298.84
2012/11/14,21:01:43,-33.7904996,19.0010929,302.49
2012/11/15,0:00:44,-33.7869265,19.0035829,373.35
2012/11/15,3:00:44,-33.7900632,19.0013007,313.7
2012/11/15,6:00:57,-33.7904263,19.0014326,316.45
2012/11/15,9:00:44,-33.7903508,19.0012784,316.38
2012/11/15,12:01:02,-33.7904252,19.0011056,307.64
2012/11/15,15:00:46,-33.7903672,19.0011017,308.27
2012/11/15,18:00:44,-33.7903530,19.0011021,303.42
2012/11/15,21:00:55,-33.7903680,19.0011021,304.53
2012/11/16,0:00:44,-33.7904927,19.0013513,314.44
2012/11/16,3:00:44,-33.7903865,19.0014083,317.65
2012/11/16,6:00:45,-33.7904869,19.0012664,308.2
2012/11/16,9:00:44,-33.7905201,19.0012756,322.48
2012/11/16,12:00:45,-33.7904264,19.0010672,316.43
2012/11/16,15:00:43,-33.7904231,19.0011327,309.79
2012/11/16,18:00:46,-33.7904518,19.0012457,308.62
2012/11/16,21:00:44,-33.7903991,19.0012689,311.96
2012/11/17,0:00:46,-33.7893230,19.0060046,502.93
2012/11/17,6:02:02,-33.7928824,19.0008381,502.69
2012/11/17,9:02:27,-33.7966468,19.0034380,306.7
2012/11/17,15:00:38,-33.7970167,19.0129347,446.74
2012/11/17,18:00:45,-33.7970519,19.0130519,437.31
2012/11/17,21:00:43,-33.8075033,19.0228457,654.12
2012/11/18,0:01:14,-33.8092923,19.0256089,783.71
2012/11/18,3:00:44,-33.8153774,19.0539467,643.79
2012/11/18,6:01:05,-33.8120142,19.0555143,640.16
2012/11/18,9:01:02,-33.8118145,19.0555201,601.35
2012/11/18,12:01:00,-33.8118636,19.0556712,596.81
2012/11/18,15:01:02,-33.8117866,19.0556236,587.99
2012/11/18,18:02:32,-33.8119003,19.0554811,587.13
2012/11/18,21:00:43,-33.8118885,19.0554948,585.5
2012/11/19,0:00:43,-33.8118584,19.0554839,590.49
2012/11/19,3:00:43,-33.8118756,19.0554973,594.83
2012/11/19,9:00:44,-33.8117583,19.0556134,585.49
2012/11/19,12:01:00,-33.8117904,19.0555863,585.56
2012/11/19,15:01:37,-33.8120886,19.0556635,586.5
2012/11/19,18:01:07,-33.8118627,19.0556008,582.58
2012/11/19,21:00:44,-33.8067330,19.0648538,677.49
2012/11/20,0:01:43,-33.8064993,19.0678428,617.36
2012/11/20,3:00:43,-33.7909815,19.0706830,950.82
2012/11/20,6:00:44,-33.7834884,19.0875676,887.62
2012/11/20,15:00:43,-33.7890701,19.1074921,1140.02
2012/11/20,18:01:14,-33.7895614,19.1106931,1157.47
2012/11/20,21:00:37,-33.8008890,19.1137606,1309.66
2012/11/21,0:01:31,-33.8191672,19.1276411,1309.88
2012/11/21,3:00:43,-33.8432696,19.1252282,368.59
2012/11/21,6:00:43,-33.8558629,19.1324447,677.06
2012/11/21,9:00:44,-33.8613674,19.1274189,1143.56
